"x","y","ind"
635119.101975602,-1118765.06562759,2084
644278.883616264,-1118765.06562759,2085
653438.665256927,-1118765.06562759,2086
662598.44689759,-1118765.06562759,2087
671758.228538253,-1118765.06562759,2088
680918.010178916,-1118765.06562759,2089
690077.791819579,-1118765.06562759,2090
699237.573460242,-1118765.06562759,2091
708397.355100905,-1118765.06562759,2092
717557.136741568,-1118765.06562759,2093
726716.918382231,-1118765.06562759,2094
735876.700022894,-1118765.06562759,2095
745036.481663557,-1118765.06562759,2096
754196.26330422,-1118765.06562759,2097
763356.044944883,-1118765.06562759,2098
772515.826585546,-1118765.06562759,2099
781675.608226209,-1118765.06562759,2100
790835.389866872,-1118765.06562759,2101
799995.171507535,-1118765.06562759,2102
809154.953148198,-1118765.06562759,2103
818314.734788861,-1118765.06562759,2104
387804.997677702,-1127924.84726826,2189
396964.779318364,-1127924.84726826,2190
406124.560959027,-1127924.84726826,2191
415284.34259969,-1127924.84726826,2192
424444.124240353,-1127924.84726826,2193
433603.905881016,-1127924.84726826,2194
442763.687521679,-1127924.84726826,2195
451923.469162342,-1127924.84726826,2196
461083.250803005,-1127924.84726826,2197
470243.032443668,-1127924.84726826,2198
479402.814084331,-1127924.84726826,2199
488562.595724994,-1127924.84726826,2200
497722.377365657,-1127924.84726826,2201
506882.15900632,-1127924.84726826,2202
516041.940646983,-1127924.84726826,2203
525201.722287646,-1127924.84726826,2204
534361.503928309,-1127924.84726826,2205
543521.285568972,-1127924.84726826,2206
552681.067209635,-1127924.84726826,2207
561840.848850298,-1127924.84726826,2208
571000.630490961,-1127924.84726826,2209
580160.412131624,-1127924.84726826,2210
589320.193772287,-1127924.84726826,2211
598479.97541295,-1127924.84726826,2212
607639.757053613,-1127924.84726826,2213
616799.538694276,-1127924.84726826,2214
625959.320334938,-1127924.84726826,2215
635119.101975602,-1127924.84726826,2216
644278.883616264,-1127924.84726826,2217
653438.665256927,-1127924.84726826,2218
662598.44689759,-1127924.84726826,2219
671758.228538253,-1127924.84726826,2220
680918.010178916,-1127924.84726826,2221
690077.791819579,-1127924.84726826,2222
699237.573460242,-1127924.84726826,2223
708397.355100905,-1127924.84726826,2224
717557.136741568,-1127924.84726826,2225
726716.918382231,-1127924.84726826,2226
735876.700022894,-1127924.84726826,2227
745036.481663557,-1127924.84726826,2228
754196.26330422,-1127924.84726826,2229
763356.044944883,-1127924.84726826,2230
772515.826585546,-1127924.84726826,2231
781675.608226209,-1127924.84726826,2232
790835.389866872,-1127924.84726826,2233
799995.171507535,-1127924.84726826,2234
809154.953148198,-1127924.84726826,2235
818314.734788861,-1127924.84726826,2236
378645.216037039,-1137084.62890892,2320
387804.997677702,-1137084.62890892,2321
396964.779318364,-1137084.62890892,2322
406124.560959027,-1137084.62890892,2323
415284.34259969,-1137084.62890892,2324
424444.124240353,-1137084.62890892,2325
433603.905881016,-1137084.62890892,2326
442763.687521679,-1137084.62890892,2327
451923.469162342,-1137084.62890892,2328
461083.250803005,-1137084.62890892,2329
470243.032443668,-1137084.62890892,2330
479402.814084331,-1137084.62890892,2331
488562.595724994,-1137084.62890892,2332
497722.377365657,-1137084.62890892,2333
506882.15900632,-1137084.62890892,2334
516041.940646983,-1137084.62890892,2335
525201.722287646,-1137084.62890892,2336
534361.503928309,-1137084.62890892,2337
543521.285568972,-1137084.62890892,2338
552681.067209635,-1137084.62890892,2339
561840.848850298,-1137084.62890892,2340
571000.630490961,-1137084.62890892,2341
580160.412131624,-1137084.62890892,2342
589320.193772287,-1137084.62890892,2343
598479.97541295,-1137084.62890892,2344
607639.757053613,-1137084.62890892,2345
616799.538694276,-1137084.62890892,2346
625959.320334938,-1137084.62890892,2347
635119.101975602,-1137084.62890892,2348
644278.883616264,-1137084.62890892,2349
653438.665256927,-1137084.62890892,2350
662598.44689759,-1137084.62890892,2351
671758.228538253,-1137084.62890892,2352
680918.010178916,-1137084.62890892,2353
690077.791819579,-1137084.62890892,2354
699237.573460242,-1137084.62890892,2355
708397.355100905,-1137084.62890892,2356
717557.136741568,-1137084.62890892,2357
726716.918382231,-1137084.62890892,2358
735876.700022894,-1137084.62890892,2359
745036.481663557,-1137084.62890892,2360
754196.26330422,-1137084.62890892,2361
763356.044944883,-1137084.62890892,2362
772515.826585546,-1137084.62890892,2363
781675.608226209,-1137084.62890892,2364
790835.389866872,-1137084.62890892,2365
799995.171507535,-1137084.62890892,2366
809154.953148198,-1137084.62890892,2367
818314.734788861,-1137084.62890892,2368
378645.216037039,-1146244.41054958,2452
387804.997677702,-1146244.41054958,2453
396964.779318364,-1146244.41054958,2454
406124.560959027,-1146244.41054958,2455
415284.34259969,-1146244.41054958,2456
424444.124240353,-1146244.41054958,2457
433603.905881016,-1146244.41054958,2458
442763.687521679,-1146244.41054958,2459
451923.469162342,-1146244.41054958,2460
461083.250803005,-1146244.41054958,2461
470243.032443668,-1146244.41054958,2462
479402.814084331,-1146244.41054958,2463
488562.595724994,-1146244.41054958,2464
497722.377365657,-1146244.41054958,2465
506882.15900632,-1146244.41054958,2466
516041.940646983,-1146244.41054958,2467
525201.722287646,-1146244.41054958,2468
534361.503928309,-1146244.41054958,2469
543521.285568972,-1146244.41054958,2470
552681.067209635,-1146244.41054958,2471
561840.848850298,-1146244.41054958,2472
571000.630490961,-1146244.41054958,2473
580160.412131624,-1146244.41054958,2474
589320.193772287,-1146244.41054958,2475
598479.97541295,-1146244.41054958,2476
607639.757053613,-1146244.41054958,2477
616799.538694276,-1146244.41054958,2478
625959.320334938,-1146244.41054958,2479
635119.101975602,-1146244.41054958,2480
644278.883616264,-1146244.41054958,2481
653438.665256927,-1146244.41054958,2482
662598.44689759,-1146244.41054958,2483
671758.228538253,-1146244.41054958,2484
680918.010178916,-1146244.41054958,2485
690077.791819579,-1146244.41054958,2486
699237.573460242,-1146244.41054958,2487
708397.355100905,-1146244.41054958,2488
717557.136741568,-1146244.41054958,2489
726716.918382231,-1146244.41054958,2490
735876.700022894,-1146244.41054958,2491
745036.481663557,-1146244.41054958,2492
754196.26330422,-1146244.41054958,2493
763356.044944883,-1146244.41054958,2494
772515.826585546,-1146244.41054958,2495
781675.608226209,-1146244.41054958,2496
790835.389866872,-1146244.41054958,2497
799995.171507535,-1146244.41054958,2498
809154.953148198,-1146244.41054958,2499
818314.734788861,-1146244.41054958,2500
827474.516429524,-1146244.41054958,2501
836634.298070187,-1146244.41054958,2502
845794.07971085,-1146244.41054958,2503
387804.997677702,-1155404.19219025,2585
396964.779318364,-1155404.19219025,2586
406124.560959027,-1155404.19219025,2587
415284.34259969,-1155404.19219025,2588
424444.124240353,-1155404.19219025,2589
433603.905881016,-1155404.19219025,2590
442763.687521679,-1155404.19219025,2591
451923.469162342,-1155404.19219025,2592
461083.250803005,-1155404.19219025,2593
470243.032443668,-1155404.19219025,2594
479402.814084331,-1155404.19219025,2595
488562.595724994,-1155404.19219025,2596
497722.377365657,-1155404.19219025,2597
506882.15900632,-1155404.19219025,2598
516041.940646983,-1155404.19219025,2599
525201.722287646,-1155404.19219025,2600
534361.503928309,-1155404.19219025,2601
543521.285568972,-1155404.19219025,2602
552681.067209635,-1155404.19219025,2603
561840.848850298,-1155404.19219025,2604
571000.630490961,-1155404.19219025,2605
580160.412131624,-1155404.19219025,2606
589320.193772287,-1155404.19219025,2607
598479.97541295,-1155404.19219025,2608
607639.757053613,-1155404.19219025,2609
616799.538694276,-1155404.19219025,2610
625959.320334938,-1155404.19219025,2611
635119.101975602,-1155404.19219025,2612
644278.883616264,-1155404.19219025,2613
653438.665256927,-1155404.19219025,2614
662598.44689759,-1155404.19219025,2615
671758.228538253,-1155404.19219025,2616
680918.010178916,-1155404.19219025,2617
690077.791819579,-1155404.19219025,2618
699237.573460242,-1155404.19219025,2619
708397.355100905,-1155404.19219025,2620
717557.136741568,-1155404.19219025,2621
726716.918382231,-1155404.19219025,2622
735876.700022894,-1155404.19219025,2623
745036.481663557,-1155404.19219025,2624
754196.26330422,-1155404.19219025,2625
763356.044944883,-1155404.19219025,2626
772515.826585546,-1155404.19219025,2627
781675.608226209,-1155404.19219025,2628
790835.389866872,-1155404.19219025,2629
799995.171507535,-1155404.19219025,2630
809154.953148198,-1155404.19219025,2631
818314.734788861,-1155404.19219025,2632
827474.516429524,-1155404.19219025,2633
836634.298070187,-1155404.19219025,2634
845794.07971085,-1155404.19219025,2635
387804.997677702,-1164563.97383091,2717
396964.779318364,-1164563.97383091,2718
406124.560959027,-1164563.97383091,2719
415284.34259969,-1164563.97383091,2720
424444.124240353,-1164563.97383091,2721
433603.905881016,-1164563.97383091,2722
442763.687521679,-1164563.97383091,2723
451923.469162342,-1164563.97383091,2724
461083.250803005,-1164563.97383091,2725
470243.032443668,-1164563.97383091,2726
479402.814084331,-1164563.97383091,2727
488562.595724994,-1164563.97383091,2728
497722.377365657,-1164563.97383091,2729
506882.15900632,-1164563.97383091,2730
516041.940646983,-1164563.97383091,2731
525201.722287646,-1164563.97383091,2732
534361.503928309,-1164563.97383091,2733
543521.285568972,-1164563.97383091,2734
552681.067209635,-1164563.97383091,2735
561840.848850298,-1164563.97383091,2736
571000.630490961,-1164563.97383091,2737
580160.412131624,-1164563.97383091,2738
589320.193772287,-1164563.97383091,2739
598479.97541295,-1164563.97383091,2740
607639.757053613,-1164563.97383091,2741
616799.538694276,-1164563.97383091,2742
625959.320334938,-1164563.97383091,2743
635119.101975602,-1164563.97383091,2744
644278.883616264,-1164563.97383091,2745
653438.665256927,-1164563.97383091,2746
662598.44689759,-1164563.97383091,2747
671758.228538253,-1164563.97383091,2748
680918.010178916,-1164563.97383091,2749
690077.791819579,-1164563.97383091,2750
699237.573460242,-1164563.97383091,2751
708397.355100905,-1164563.97383091,2752
717557.136741568,-1164563.97383091,2753
726716.918382231,-1164563.97383091,2754
735876.700022894,-1164563.97383091,2755
745036.481663557,-1164563.97383091,2756
754196.26330422,-1164563.97383091,2757
763356.044944883,-1164563.97383091,2758
772515.826585546,-1164563.97383091,2759
781675.608226209,-1164563.97383091,2760
790835.389866872,-1164563.97383091,2761
799995.171507535,-1164563.97383091,2762
809154.953148198,-1164563.97383091,2763
818314.734788861,-1164563.97383091,2764
827474.516429524,-1164563.97383091,2765
836634.298070187,-1164563.97383091,2766
845794.07971085,-1164563.97383091,2767
854953.861351513,-1164563.97383091,2768
378645.216037039,-1173723.75547157,2848
387804.997677702,-1173723.75547157,2849
396964.779318364,-1173723.75547157,2850
406124.560959027,-1173723.75547157,2851
415284.34259969,-1173723.75547157,2852
424444.124240353,-1173723.75547157,2853
433603.905881016,-1173723.75547157,2854
442763.687521679,-1173723.75547157,2855
451923.469162342,-1173723.75547157,2856
461083.250803005,-1173723.75547157,2857
470243.032443668,-1173723.75547157,2858
479402.814084331,-1173723.75547157,2859
488562.595724994,-1173723.75547157,2860
497722.377365657,-1173723.75547157,2861
506882.15900632,-1173723.75547157,2862
516041.940646983,-1173723.75547157,2863
525201.722287646,-1173723.75547157,2864
534361.503928309,-1173723.75547157,2865
543521.285568972,-1173723.75547157,2866
552681.067209635,-1173723.75547157,2867
561840.848850298,-1173723.75547157,2868
571000.630490961,-1173723.75547157,2869
580160.412131624,-1173723.75547157,2870
589320.193772287,-1173723.75547157,2871
598479.97541295,-1173723.75547157,2872
607639.757053613,-1173723.75547157,2873
616799.538694276,-1173723.75547157,2874
625959.320334938,-1173723.75547157,2875
635119.101975602,-1173723.75547157,2876
644278.883616264,-1173723.75547157,2877
653438.665256927,-1173723.75547157,2878
662598.44689759,-1173723.75547157,2879
671758.228538253,-1173723.75547157,2880
680918.010178916,-1173723.75547157,2881
690077.791819579,-1173723.75547157,2882
699237.573460242,-1173723.75547157,2883
708397.355100905,-1173723.75547157,2884
717557.136741568,-1173723.75547157,2885
726716.918382231,-1173723.75547157,2886
735876.700022894,-1173723.75547157,2887
745036.481663557,-1173723.75547157,2888
754196.26330422,-1173723.75547157,2889
763356.044944883,-1173723.75547157,2890
772515.826585546,-1173723.75547157,2891
781675.608226209,-1173723.75547157,2892
790835.389866872,-1173723.75547157,2893
799995.171507535,-1173723.75547157,2894
809154.953148198,-1173723.75547157,2895
818314.734788861,-1173723.75547157,2896
827474.516429524,-1173723.75547157,2897
836634.298070187,-1173723.75547157,2898
845794.07971085,-1173723.75547157,2899
854953.861351513,-1173723.75547157,2900
378645.216037039,-1182883.53711223,2980
387804.997677702,-1182883.53711223,2981
396964.779318364,-1182883.53711223,2982
406124.560959027,-1182883.53711223,2983
415284.34259969,-1182883.53711223,2984
424444.124240353,-1182883.53711223,2985
433603.905881016,-1182883.53711223,2986
442763.687521679,-1182883.53711223,2987
451923.469162342,-1182883.53711223,2988
461083.250803005,-1182883.53711223,2989
470243.032443668,-1182883.53711223,2990
479402.814084331,-1182883.53711223,2991
488562.595724994,-1182883.53711223,2992
497722.377365657,-1182883.53711223,2993
506882.15900632,-1182883.53711223,2994
516041.940646983,-1182883.53711223,2995
525201.722287646,-1182883.53711223,2996
534361.503928309,-1182883.53711223,2997
543521.285568972,-1182883.53711223,2998
552681.067209635,-1182883.53711223,2999
561840.848850298,-1182883.53711223,3000
571000.630490961,-1182883.53711223,3001
580160.412131624,-1182883.53711223,3002
589320.193772287,-1182883.53711223,3003
598479.97541295,-1182883.53711223,3004
607639.757053613,-1182883.53711223,3005
616799.538694276,-1182883.53711223,3006
625959.320334938,-1182883.53711223,3007
635119.101975602,-1182883.53711223,3008
644278.883616264,-1182883.53711223,3009
653438.665256927,-1182883.53711223,3010
662598.44689759,-1182883.53711223,3011
671758.228538253,-1182883.53711223,3012
680918.010178916,-1182883.53711223,3013
690077.791819579,-1182883.53711223,3014
699237.573460242,-1182883.53711223,3015
708397.355100905,-1182883.53711223,3016
717557.136741568,-1182883.53711223,3017
726716.918382231,-1182883.53711223,3018
735876.700022894,-1182883.53711223,3019
745036.481663557,-1182883.53711223,3020
754196.26330422,-1182883.53711223,3021
763356.044944883,-1182883.53711223,3022
772515.826585546,-1182883.53711223,3023
781675.608226209,-1182883.53711223,3024
790835.389866872,-1182883.53711223,3025
799995.171507535,-1182883.53711223,3026
809154.953148198,-1182883.53711223,3027
818314.734788861,-1182883.53711223,3028
827474.516429524,-1182883.53711223,3029
836634.298070187,-1182883.53711223,3030
845794.07971085,-1182883.53711223,3031
