"veg","soil","total"
117.555389404297,153.942119308605,271.497508712902
117.555389404297,164.376220703125,281.931610107422
110.188402732739,164.376220703125,274.564623435864
110.774467468262,129.361328125,240.135795593262
110.774467468262,129.361328125,240.135795593262
89.1052881238593,130.78720761493,219.89249573879
86.0170669555664,132.313995361328,218.331062316894
86.1627792540654,132.313995361328,218.476774615394
117.555389404297,154.018601855859,271.573991260156
117.555389404297,164.376220703125,281.931610107422
110.095810781388,164.376220703125,274.472031484513
144.885925758957,114.184924825244,259.070850584201
144.889620112974,114.12604624834,259.015666361315
121.129809006506,113.469298428633,234.599107435138
96.3878987072998,106.929438715949,203.317337423249
96.4600103858595,106.986034730794,203.446045116654
75.5259629698583,111.360272008094,186.886234977952
65.9123013464951,121.899181633905,187.8114829804
66.0346713277769,121.922322877621,187.956994205398
57.2532028374077,129.100440019453,186.35364285686
56.0955065494289,136.677989795655,192.773496345084
56.3055807973462,136.663579528147,192.969160325493
74.0085119386861,131.554447273976,205.562959212662
74.1399827279776,129.270899865663,203.41088259364
69.4029041350028,129.394074357211,198.796978492214
144.279846191406,103.661477935224,247.941324126631
144.279846191406,103.500450134277,247.780296325684
115.176859227593,102.697078817594,217.873938045186
85.0342254638672,95.3753356933594,180.409561157227
43.3569145202637,139.395904541016,182.752819061279
43.4662907967428,139.395904541016,182.862195337758
55.103687286377,117.193037847282,172.296725133659
55.103687286377,106.827201843262,161.930889129639
51.3754136401824,106.827201843262,158.202615483444
144.279846191406,103.651265895208,247.931112086614
144.279846191406,103.500450134277,247.780296325684
115.056940624603,102.680632829677,217.73757345428
85.0342254638672,95.3753356933594,180.409561157227
43.3569145202637,139.395904541016,182.752819061279
43.4938460338723,139.395904541016,182.889750574888
55.103687286377,117.115329523885,172.219016810262
55.1036872863769,106.827201843262,161.930889129639
51.3302473703896,106.827201843262,158.157449213651
36.7910575866699,59.2411969468953,96.0322545335652
140.459453841638,103.828350800353,244.287804641992
140.472237250434,104.456509890286,244.92874714072
74.85887794663,122.812406574111,197.671284520741
74.9593587205834,122.894383069914,197.853741790497
90.9699139008813,109.736506504973,200.706420405855
90.8166531117826,103.705791839613,194.522444951396
88.856628036509,103.722270691072,192.578898727581
81.8071314241869,76.1321904118308,157.939321836018
81.602460871049,72.2950299777572,153.897490848806
22.647293157029,72.3562127948541,95.0035059518832
25.0307082869349,111.399205789566,136.429914076501
25.0676370674933,111.423816523089,136.491453590583
136.844161987305,104.198763003192,241.042924990496
136.844161987305,105.740005493164,242.584167480469
102.582345026702,97.2541967253566,199.836541752058
106.734565734863,99.1326065063476,205.867172241211
107.079992683401,99.1326065063477,206.212599189749
127.862861633301,99.1326065063476,226.995468139648
127.862861633301,99.1326065063477,226.995468139648
128.169841277035,99.1326065063477,227.302447783382
129.317810058594,101.536609195642,230.854419254235
129.317810058594,101.853530883789,231.171340942383
116.562954435834,101.695157107456,218.25811154329
97.8732070922851,89.9318237304688,187.805030822754
19.3327983486888,84.2964796241161,103.629277972805
17.2230434417725,105.36695098877,122.589994430542
17.2230434417725,105.36695098877,122.589994430542
40.5657266003167,95.1428757895079,135.708602389825
136.844161987305,104.319499817858,241.163661805162
136.844161987305,105.740005493164,242.584167480469
70.122917175293,95.4185791015625,165.541496276855
102.665302068515,97.2626122122871,199.927914280802
106.734565734863,99.1326065063477,205.867172241211
107.129566055799,99.1326065063477,206.262172562146
127.862861633301,99.1326065063477,226.995468139648
127.862861633301,99.1326065063477,226.995468139648
128.173430575046,99.1326065063477,227.306037081393
129.317810058594,101.543431039336,230.86124109793
129.317810058594,101.853530883789,231.171340942383
116.481587902538,101.66430830421,218.145896206748
97.8732070922852,89.9318237304687,187.805030822754
97.8732070922852,89.9318237304687,187.805030822754
19.3036982842621,84.3962501325887,103.699948416851
17.2230434417725,105.36695098877,122.589994430542
17.2230434417725,105.36695098877,122.589994430542
40.6353058147016,95.0923784749908,135.727684289692
136.983273826039,55.6899724051897,192.673246231228
136.941870171533,106.122835221144,243.064705392677
136.941329417501,107.19165716057,244.132986578071
85.2989451637406,96.2163733975277,181.515318561268
85.2012258900074,96.2091994276245,181.410425317632
109.35236228291,97.6636487836714,207.016011066581
112.277669455126,99.1326065063477,211.410275961474
112.59940398644,99.1326065063477,211.732010492788
129.343888191364,99.1326065063477,228.476494697712
129.333123066777,99.1326065063477,228.465729573125
129.486815376391,99.1326065063477,228.619421882739
130.078809695076,101.070672587171,231.149482282248
130.072869205325,101.319812305965,231.39268151129
119.972525987164,101.148530191748,221.121056178912
105.43243477958,91.6948869151974,197.127321694777
105.369102345383,91.6735499690601,197.042652314443
65.8742874460146,88.265071897435,154.13935934345
40.0925006626198,75.7041186897251,115.796619352345
39.979389846695,75.6304793379017,115.609869184597
31.7925660923019,87.7863178898653,119.578883982167
29.663302107906,105.514482544417,135.177784652323
29.5433169391962,105.51237557699,135.055692516187
42.9668116564367,98.3202572294374,141.287068885874
43.0065085510073,93.5076983561061,136.514206907113
137.158508300781,96.6568908691406,233.815399169922
137.158508300781,111.926962010762,249.085470311543
137.158508300781,112.222465515137,249.380973815918
117.832029515914,101.621657318441,219.453686834355
120.713066101074,99.1326065063476,219.845672607422
120.713066101074,99.1326065063477,219.845672607422
125.064299221738,99.1326065063477,224.196905728086
125.583564758301,99.1326065063477,224.716171264648
125.756331052981,99.1326065063477,224.888937559328
132.97038269043,99.1326065063477,232.102989196777
132.97038269043,99.1326065063477,232.102989196777
132.758835931006,99.1326065063477,231.891442437354
132.001724243164,99.1326065063477,231.134330749512
132.001724243164,99.1326065063476,231.134330749512
129.182924536836,99.1326065063477,228.315531043184
125.183029174805,99.1326065063476,224.315635681152
125.183029174805,99.1326065063476,224.315635681152
94.1404126253334,99.4214336362742,193.561846261608
74.1590270996094,100.469467163086,174.628494262695
74.1590270996094,100.469467163086,174.628494262695
66.5124347536937,102.824835266893,169.337270020587
64.6411209106445,106.19962310791,170.840744018555
64.6411209106445,106.19962310791,170.840744018555
49.4524791592602,114.131699329789,163.584178489049
49.4279251098633,119.287887573242,168.715812683105
51.2817748577095,119.287887573242,170.569662430952
63.8680191040039,109.278071389344,173.146090493348
63.8680191040039,106.791862487793,170.659881591797
137.158508300781,96.6568908691406,233.815399169922
137.158508300781,111.957230116272,249.115738417053
137.158508300781,112.222465515137,249.380973815918
124.019522306953,111.148160795497,235.16768310245
111.161193847656,102.719291687012,213.880485534668
111.161193847656,102.719291687012,213.880485534668
117.85252491202,101.613961386069,219.466486298089
120.713066101074,99.1326065063476,219.845672607422
120.713066101074,99.1326065063476,219.845672607422
125.075337613921,99.1326065063477,224.207944120269
125.583564758301,99.1326065063477,224.716171264648
125.773666690141,99.1326065063477,224.906273196488
132.97038269043,99.1326065063477,232.102989196777
132.97038269043,99.1326065063477,232.102989196777
132.756445748797,99.1326065063476,231.889052255145
132.001724243164,99.1326065063477,231.134330749512
132.001724243164,99.1326065063477,231.134330749512
129.16527637871,99.1326065063476,228.297882885057
125.183029174805,99.1326065063476,224.315635681152
125.183029174805,99.1326065063477,224.315635681152
94.0021944647197,99.4250550396798,193.427249504399
74.1590270996094,100.469467163086,174.628494262695
74.1590270996094,100.469467163086,174.628494262695
66.4855031874675,102.841049141351,169.326552328818
64.6411209106445,106.19962310791,170.840744018555
64.6411209106445,106.19962310791,170.840744018555
49.4279251098633,114.170313015456,163.598238125319
49.4279251098633,119.287887573242,168.715812683105
51.3255385457299,119.287887573242,170.613426118972
63.8680191040039,109.239696903716,173.10771600772
63.8680191040039,106.791862487793,170.659881591797
79.1326370239258,109.559894371185,188.692531395111
145.084716796875,96.7757863941291,241.860503191004
143.108811868993,96.7686359316826,239.877447800675
138.73094052672,111.927754766934,250.658695293654
138.706173570075,112.164648049349,250.870821619424
126.834198580738,111.073248252661,237.907446833399
115.263436460715,102.651707842528,217.915144303242
115.191379608671,102.65826095688,217.849640565551
121.132958893995,101.568780035771,222.701738929767
123.622077169007,99.1326065063476,222.754683675355
123.56495443388,99.1326065063477,222.697560940228
127.023932943339,99.1326065063477,226.156539449687
127.384786936735,99.1326065063477,226.517393443083
127.533258262099,99.1326065063477,226.665864768446
134.020641925531,99.1326065063476,233.153248431878
133.995588688456,99.1326065063476,233.128195194804
133.567302324793,99.1326065063477,232.699908831141
132.162151371155,99.1326065063476,231.294757877503
132.157817288405,99.1326065063477,231.290423794753
129.574034311815,99.1326065063477,228.706640818163
125.967222451847,99.1326065063476,225.099828958194
125.943033716732,99.1326065063477,225.07564022308
95.0149974305623,99.4286767166771,194.443674147239
75.5236619927137,100.469467163086,175.9931291558
75.4750882814009,100.469467163086,175.944555444487
66.9248151116227,102.857264240741,169.782079352364
64.9074833066819,106.19962310791,171.107106414592
64.8963869249374,106.19962310791,171.096010032848
50.1422346995336,114.208929618326,164.351164317859
50.1088477875544,119.287887573242,169.396735360797
52.1828913299739,119.287887573242,171.470778903216
65.6536339074682,109.201319518957,174.854953426426
65.5523953301816,106.791862487793,172.344257817974
70.0260856253635,106.791862487793,176.817948113156
79.3178015022692,109.562042236328,188.879843738597
79.3046226437845,109.562042236328,188.866664880113
76.1906681809711,108.023015782366,184.213683963337
145.084716796875,100.817607860496,245.902324657371
147.114303285648,100.810455872841,247.924759158489
151.546768188477,109.633044624295,261.179812812772
151.546768188477,109.755153531655,261.301921720132
151.064309706555,108.53469960936,259.599009315914
150.599746704102,99.3048237491834,249.904570453285
150.599746704102,99.3113782612095,249.911124965311
150.365531692301,99.2601111992337,249.625642891535
150.267440795898,99.1326065063476,249.400047302246
150.267440795898,99.1326065063476,249.400047302246
145.571659653172,99.1326065063477,244.70426615952
145.050979614258,99.1326065063477,244.183586120605
145.044846912188,99.1326065063476,244.177453418535
144.84944152832,99.1326065063477,243.982048034668
144.84944152832,99.1326065063476,243.982048034668
142.39035585545,99.1326065063477,241.522962361798
133.958633422852,99.1326065063476,233.091239929199
133.958633422852,99.1326065063477,233.091239929199
134.652853980778,99.1326065063477,233.785460487125
135.606994628906,99.1326065063477,234.739601135254
135.606994628906,99.1326065063476,234.739601135254
110.066008558029,99.1570270125675,209.223035570596
94.1793060302734,99.244738092194,193.424044122467
94.1566666086106,99.2479823104631,193.404648919074
73.7296299682703,99.4646671867398,173.19429715501
68.9969612289704,99.7775620895933,168.774523318564
68.9858624815175,99.7954592996703,168.781321781188
62.1134159892136,100.58912816292,162.702544152134
